DateTime,MODIS_filename,MODIS_SST,MODIS_pix,L8_filename,L8_SST,L8_pix,time_dif
2023-02-04 15:28:53,20230204130001-JPL-L2P_GHRSST-SSTskin-MODIS_T-D-v02.0-fv01.0,-1.1645566415633954,156982,LC08_L1GT_007112_20230204_20230209_02_T2_152853_Cel.tif,-2.8523127797496994,156982,0 days 00:46:07
2023-03-08 15:28:29,20230308134001-JPL-L2P_GHRSST-SSTskin-MODIS_T-D-v02.0-fv01.0,-1.8616498426440626,6457,LC08_L1GT_007112_20230308_20230320_02_T2_152829_Cel.tif,-2.894149519943027,6457,0 days 00:13:28
2023-03-24 15:28:21,20230324113001-JPL-L2P_GHRSST-SSTskin-MODIS_T-D-v02.0-fv01.0,,0,LC08_L1GT_007112_20230324_20230404_02_T2_152821_Cel.tif,,0,0 days 00:48:20
2021-09-26 15:29:14,20210926131501-JPL-L2P_GHRSST-SSTskin-MODIS_T-N-v02.0-fv01.0,-1.6625848203460976,193766,LC08_L1GT_007113_20210926_20210930_02_T2_152914_Cel.tif,-2.9214186462568312,193766,0 days 00:39:13
2021-10-28 15:29:21,20211028131501-JPL-L2P_GHRSST-SSTskin-MODIS_T-N-v02.0-fv01.0,,0,LC08_L1GT_007113_20211028_20211108_02_T2_152921_Cel.tif,,0,0 days 00:39:20
2021-11-29 15:29:17,20211129113501-JPL-L2P_GHRSST-SSTskin-MODIS_T-N-v02.0-fv01.0,-1.7929666203681869,21285,LC08_L1GT_007113_20211129_20211208_02_T2_152917_Cel.tif,-4.318931120475146,21285,0 days 00:39:16
2022-02-01 15:29:03,20220201145001-JPL-L2P_GHRSST-SSTskin-MODIS_T-N-v02.0-fv01.0,-0.7577218450805598,800532,LC08_L1GT_007113_20220201_20220211_02_T2_152903_Cel.tif,-1.6770189748328403,800532,0 days 00:39:02
2022-02-17 15:28:58,20220217144501-JPL-L2P_GHRSST-SSTskin-MODIS_T-D-v02.0-fv01.0,,0,LC08_L1GT_007113_20220217_20220301_02_T2_152858_Cel.tif,,0,0 days 00:43:57
2022-03-21 15:28:46,20220321131001-JPL-L2P_GHRSST-SSTskin-MODIS_T-N-v02.0-fv01.0,,0,LC08_L1GT_007113_20220321_20220329_02_T2_152846_Cel.tif,,0,0 days 00:43:45
2022-11-16 15:29:26,20221116152001-JPL-L2P_GHRSST-SSTskin-MODIS_T-D-v02.0-fv01.0,,0,LC08_L1GT_007113_20221116_20221128_02_T2_152926_Cel.tif,,0,0 days 00:09:25
2022-12-02 15:29:29,20221202145501-JPL-L2P_GHRSST-SSTskin-MODIS_T-D-v02.0-fv01.0,-1.4393473850660834,867665,LC08_L1GT_007113_20221202_20221212_02_T2_152929_Cel.tif,-2.350468491127634,867665,0 days 00:34:28
2022-12-18 15:29:21,20221218143001-JPL-L2P_GHRSST-SSTskin-MODIS_T-D-v02.0-fv01.0,-1.7644965493160745,46,LC08_L1GT_007113_20221218_20230113_02_T2_152921_Cel.tif,-4.867479535998257,46,0 days 00:35:39
2023-01-19 15:29:13,20230119150501-JPL-L2P_GHRSST-SSTskin-MODIS_T-D-v02.0-fv01.0,,0,LC08_L1GT_007113_20230119_20230131_02_T2_152913_Cel.tif,,0,0 days 00:24:12
2023-02-04 15:29:17,20230204130001-JPL-L2P_GHRSST-SSTskin-MODIS_T-D-v02.0-fv01.0,-1.0805833223318366,406674,LC08_L1GT_007113_20230204_20230209_02_T2_152917_Cel.tif,-2.5975439342670366,406674,0 days 00:45:43
2023-03-08 15:28:53,20230308134001-JPL-L2P_GHRSST-SSTskin-MODIS_T-D-v02.0-fv01.0,-1.8617829687552572,8635,LC08_L1GT_007113_20230308_20230320_02_T2_152853_Cel.tif,-2.9336752049907804,8635,0 days 00:13:52
2023-03-24 15:28:45,20230324113001-JPL-L2P_GHRSST-SSTskin-MODIS_T-D-v02.0-fv01.0,,0,LC08_L1GT_007113_20230324_20230404_02_T2_152845_Cel.tif,,0,0 days 00:48:44
2021-10-19 15:35:08,20211019132001-JPL-L2P_GHRSST-SSTskin-MODIS_T-N-v02.0-fv01.0,,0,LC08_L1GT_008112_20211019_20211026_02_T2_153508_Cel.tif,,0,0 days 00:40:07
2021-11-20 15:35:02,20211120132001-JPL-L2P_GHRSST-SSTskin-MODIS_T-N-v02.0-fv01.0,-1.7092805844513674,806677,LC08_L1GT_008112_20211120_20211130_02_T2_153502_Cel.tif,-2.5843459533099464,806677,0 days 00:40:01
2021-12-22 15:35:00,20211222100501-JPL-L2P_GHRSST-SSTskin-MODIS_T-D-v02.0-fv01.0,-0.8597160723170089,2281887,LC08_L1GT_008112_20211222_20211230_02_T2_153500_Cel.tif,-1.625540918510557,2281887,0 days 00:40:00
2022-01-07 15:34:56,20220107082501-JPL-L2P_GHRSST-SSTskin-MODIS_T-N-v02.0-fv01.0,0.16296610516637167,2281541,LC08_L1GT_008112_20220107_20220114_02_T2_153456_Cel.tif,-0.515464732083774,2281541,0 days 00:39:55
2022-01-23 15:34:52,20220123082500-JPL-L2P_GHRSST-SSTskin-MODIS_T-D-v02.0-fv01.0,-1.335168546562031,29125,LC08_L1GT_008112_20220123_20220128_02_T2_153452_Cel.tif,-1.9197217815243905,29125,0 days 00:39:51
2022-03-12 15:34:39,20220312145501-JPL-L2P_GHRSST-SSTskin-MODIS_T-D-v02.0-fv01.0,,0,LC08_L1GT_008112_20220312_20220321_02_T2_153439_Cel.tif,,0,0 days 00:39:38
2022-11-23 15:35:14,20221123102501-JPL-L2P_GHRSST-SSTskin-MODIS_T-D-v02.0-fv01.0,-1.844828623099999,50449,LC08_L1GT_008112_20221123_20221205_02_T2_153514_Cel.tif,-3.3146846493872686,50449,0 days 00:20:13
2022-12-25 15:35:05,20221225155500-JPL-L2P_GHRSST-SSTskin-MODIS_T-D-v02.0-fv01.0,-0.8814004843586849,2042728,LC08_L1GT_008112_20221225_20230113_02_T2_153505_Cel.tif,-1.6941029101366918,2042728,0 days 00:19:55
2023-01-10 15:35:04,20230110135500-JPL-L2P_GHRSST-SSTskin-MODIS_T-D-v02.0-fv01.0,-1.3765426979000792,144054,LC08_L1GT_008112_20230110_20230124_02_T2_153504_Cel.tif,-2.0927953778534905,144054,0 days 00:05:03
2021-11-20 15:35:26,20211120132001-JPL-L2P_GHRSST-SSTskin-MODIS_T-N-v02.0-fv01.0,-1.7028538640079858,916998,LC08_L1GT_008113_20211120_20211130_02_T2_153526_Cel.tif,-2.5832052060560384,916998,0 days 00:40:25
2021-12-22 15:35:24,20211222100501-JPL-L2P_GHRSST-SSTskin-MODIS_T-D-v02.0-fv01.0,-0.8358640384145928,1335545,LC08_L1GT_008113_20211222_20211230_02_T2_153524_Cel.tif,-1.5890825099853298,1335545,0 days 00:40:24
2022-01-07 15:35:20,20220107082501-JPL-L2P_GHRSST-SSTskin-MODIS_T-N-v02.0-fv01.0,0.15096544181780175,1355565,LC08_L1GT_008113_20220107_20220114_02_T2_153520_Cel.tif,-0.5406552701162404,1355565,0 days 00:40:19
2022-01-23 15:35:16,20220123082500-JPL-L2P_GHRSST-SSTskin-MODIS_T-D-v02.0-fv01.0,,0,LC08_L1GT_008113_20220123_20220128_02_T2_153516_Cel.tif,,0,0 days 00:40:15
2022-03-12 15:35:03,20220312145501-JPL-L2P_GHRSST-SSTskin-MODIS_T-D-v02.0-fv01.0,,0,LC08_L1GT_008113_20220312_20220321_02_T2_153503_Cel.tif,,0,0 days 00:40:02
2022-11-23 15:35:38,20221123102501-JPL-L2P_GHRSST-SSTskin-MODIS_T-D-v02.0-fv01.0,-1.8478966905789054,9049,LC08_L1GT_008113_20221123_20221205_02_T2_153538_Cel.tif,-3.4543652705097996,9049,0 days 00:20:37
2022-12-25 15:35:29,20221225155500-JPL-L2P_GHRSST-SSTskin-MODIS_T-D-v02.0-fv01.0,-0.9182024975924304,1245580,LC08_L1GT_008113_20221225_20230113_02_T2_153529_Cel.tif,-1.7381217669818598,1245580,0 days 00:19:31
2023-03-31 15:34:52,20230331125501-JPL-L2P_GHRSST-SSTskin-MODIS_T-N-v02.0-fv01.0,,0,LC08_L1GT_008113_20230331_20230411_02_T2_153452_Cel.tif,,0,0 days 00:35:09
2021-10-10 15:41:17,20211010150001-JPL-L2P_GHRSST-SSTskin-MODIS_T-D-v02.0-fv01.0,,0,LC08_L1GT_009112_20211010_20211019_02_T2_154117_Cel.tif,,0,0 days 00:58:44
2021-10-26 15:41:19,20211026150000-JPL-L2P_GHRSST-SSTskin-MODIS_T-D-v02.0-fv01.0,,0,LC08_L1GT_009112_20211026_20211104_02_T2_154119_Cel.tif,,0,0 days 00:41:19
2021-11-11 15:41:15,20211111115001-JPL-L2P_GHRSST-SSTskin-MODIS_T-N-v02.0-fv01.0,,0,LC08_L1GT_009112_20211111_20211117_02_T2_154115_Cel.tif,,0,0 days 00:41:14
2021-12-29 15:41:08,20211229150001-JPL-L2P_GHRSST-SSTskin-MODIS_T-D-v02.0-fv01.0,-1.5032435209171613,30650,LC08_L1GT_009112_20211229_20220105_02_T2_154108_Cel.tif,-4.2192327633857225,30650,0 days 00:41:07
2022-02-15 15:40:57,20220215150001-JPL-L2P_GHRSST-SSTskin-MODIS_T-D-v02.0-fv01.0,-0.953582715409695,1288694,LC08_L1GT_009112_20220215_20220223_02_T2_154057_Cel.tif,-2.0777466182167386,1288694,0 days 00:40:56
2022-03-19 15:40:45,20220319150001-JPL-L2P_GHRSST-SSTskin-MODIS_T-D-v02.0-fv01.0,,0,LC08_L1GT_009112_20220319_20220329_02_T2_154045_Cel.tif,,0,0 days 00:40:44
2022-09-11 15:41:29,20220911131501-JPL-L2P_GHRSST-SSTskin-MODIS_T-D-v02.0-fv01.0,,0,LC08_L1GT_009112_20220911_20220921_02_T2_154129_Cel.tif,,0,0 days 00:46:28
2022-09-27 15:41:31,20220927163001-JPL-L2P_GHRSST-SSTskin-MODIS_T-N-v02.0-fv01.0,,0,LC08_L1GT_009112_20220927_20221004_02_T2_154131_Cel.tif,,0,0 days 00:48:30
2022-11-14 15:41:26,20221114140501-JPL-L2P_GHRSST-SSTskin-MODIS_T-D-v02.0-fv01.0,-1.8968058862993795,31,LC08_L1GT_009112_20221114_20221122_02_T2_154126_Cel.tif,-3.041539763220957,31,0 days 00:01:25
2022-11-30 15:41:26,20221130151000-JPL-L2P_GHRSST-SSTskin-MODIS_T-D-v02.0-fv01.0,-1.5114442340538157,2151603,LC08_L1GT_009112_20221130_20221206_02_T2_154126_Cel.tif,-2.426021977263828,2151603,0 days 00:31:26
2022-12-16 15:41:21,20221216130500-JPL-L2P_GHRSST-SSTskin-MODIS_T-D-v02.0-fv01.0,-1.7769204038474755,19830,LC08_L1GT_009112_20221216_20221227_02_T2_154121_Cel.tif,-2.8267505111823605,19830,0 days 00:38:40
2023-01-17 15:41:09,20230117152000-JPL-L2P_GHRSST-SSTskin-MODIS_T-D-v02.0-fv01.0,-0.6475902193104289,2223252,LC08_L1GT_009112_20230117_20230131_02_T2_154109_Cel.tif,-1.6899572558106728,2223252,0 days 00:21:09
2023-02-02 15:41:15,20230202163001-JPL-L2P_GHRSST-SSTskin-MODIS_T-D-v02.0-fv01.0,-0.5383380080650906,1890326,LC08_L1GT_009112_20230202_20230209_02_T2_154115_Cel.tif,-1.3947955690685938,1890326,0 days 00:48:46
2023-02-18 15:41:05,20230218160001-JPL-L2P_GHRSST-SSTskin-MODIS_T-D-v02.0-fv01.0,-1.456953113175066,457490,LC08_L1GT_009112_20230218_20230223_02_T2_154105_Cel.tif,-3.083673465392468,457490,0 days 00:18:56
2023-03-06 15:40:53,20230306153000-JPL-L2P_GHRSST-SSTskin-MODIS_T-D-v02.0-fv01.0,,0,LC08_L1GT_009112_20230306_20230316_02_T2_154053_Cel.tif,,0,0 days 00:10:53
2023-03-22 15:40:43,20230322132500-JPL-L2P_GHRSST-SSTskin-MODIS_T-N-v02.0-fv01.0,,0,LC08_L1GT_009112_20230322_20230404_02_T2_154043_Cel.tif,,0,0 days 00:40:43
2021-10-10 15:41:41,20211010150001-JPL-L2P_GHRSST-SSTskin-MODIS_T-D-v02.0-fv01.0,,0,LC08_L1GT_009113_20211010_20211019_02_T2_154141_Cel.tif,,0,0 days 00:36:40
2021-11-11 15:41:39,20211111115001-JPL-L2P_GHRSST-SSTskin-MODIS_T-N-v02.0-fv01.0,,0,LC08_L1GT_009113_20211111_20211117_02_T2_154139_Cel.tif,,0,0 days 00:41:38
2022-01-30 15:41:25,20220130132500-JPL-L2P_GHRSST-SSTskin-MODIS_T-D-v02.0-fv01.0,,0,LC08_L1GT_009113_20220130_20220204_02_T2_154125_Cel.tif,,0,0 days 00:41:25
2022-02-15 15:41:21,20220215150001-JPL-L2P_GHRSST-SSTskin-MODIS_T-D-v02.0-fv01.0,-1.1873209772286157,91377,LC08_L1GT_009113_20220215_20220223_02_T2_154121_Cel.tif,-2.2653371598228693,91377,0 days 00:41:20
2022-03-19 15:41:09,20220319150001-JPL-L2P_GHRSST-SSTskin-MODIS_T-D-v02.0-fv01.0,,0,LC08_L1GT_009113_20220319_20220329_02_T2_154109_Cel.tif,,0,0 days 00:41:08
2022-11-14 15:41:50,20221114140501-JPL-L2P_GHRSST-SSTskin-MODIS_T-D-v02.0-fv01.0,,0,LC08_L1GT_009113_20221114_20221122_02_T2_154150_Cel.tif,,0,0 days 00:01:49
2022-11-30 15:41:50,20221130151000-JPL-L2P_GHRSST-SSTskin-MODIS_T-D-v02.0-fv01.0,-1.5695483355405693,71855,LC08_L1GT_009113_20221130_20221206_02_T2_154150_Cel.tif,-2.394741471786709,71855,0 days 00:31:50
2023-01-17 15:41:32,20230117152000-JPL-L2P_GHRSST-SSTskin-MODIS_T-D-v02.0-fv01.0,-0.8326651672694284,70093,LC08_L1GT_009113_20230117_20230131_02_T2_154132_Cel.tif,-1.626794073285375,70093,0 days 00:21:32
2023-02-02 15:41:39,20230202163001-JPL-L2P_GHRSST-SSTskin-MODIS_T-D-v02.0-fv01.0,-0.5410989819841574,76669,LC08_L1GT_009113_20230202_20230209_02_T2_154139_Cel.tif,-1.3441416799952473,76669,0 days 00:48:22
2023-02-18 15:41:29,20230218160001-JPL-L2P_GHRSST-SSTskin-MODIS_T-D-v02.0-fv01.0,-1.5521478858351445,32664,LC08_L1GT_009113_20230218_20230223_02_T2_154129_Cel.tif,-4.554698208608861,32664,0 days 00:18:32
2023-03-22 15:41:07,20230322132500-JPL-L2P_GHRSST-SSTskin-MODIS_T-N-v02.0-fv01.0,,0,LC08_L1GT_009113_20230322_20230404_02_T2_154107_Cel.tif,,0,0 days 00:41:07
2021-10-17 15:47:29,20211017151000-JPL-L2P_GHRSST-SSTskin-MODIS_T-D-v02.0-fv01.0,,0,LC08_L1GT_010112_20211017_20211026_02_T2_154729_Cel.tif,,0,0 days 00:37:29
2021-12-04 15:47:25,20211204150501-JPL-L2P_GHRSST-SSTskin-MODIS_T-D-v02.0-fv01.0,-1.5689874025493833,1125572,LC08_L1GT_010112_20211204_20211214_02_T2_154725_Cel.tif,-3.2150082557823505,1125572,0 days 00:57:35
2021-12-20 15:47:23,20211220150501-JPL-L2P_GHRSST-SSTskin-MODIS_T-D-v02.0-fv01.0,-0.9309485596871167,2292493,LC08_L1GT_010112_20211220_20211229_02_T2_154723_Cel.tif,-2.0483904533236017,2292493,0 days 00:42:22
2022-01-05 15:47:18,20220105150501-JPL-L2P_GHRSST-SSTskin-MODIS_T-D-v02.0-fv01.0,-0.7407067127365246,512909,LC08_L1GT_010112_20220105_20220114_02_T2_154718_Cel.tif,-1.6684508362822155,512909,0 days 00:42:17
2022-01-21 15:47:14,20220121150500-JPL-L2P_GHRSST-SSTskin-MODIS_T-D-v02.0-fv01.0,-0.4970576882408837,2296511,LC08_L1GT_010112_20220121_20220128_02_T2_154714_Cel.tif,-1.6213708969174836,2296511,0 days 00:42:14
2022-02-06 15:47:11,20220206150501-JPL-L2P_GHRSST-SSTskin-MODIS_T-D-v02.0-fv01.0,-0.9444659697860911,449463,LC08_L1GT_010112_20220206_20220212_02_T2_154711_Cel.tif,-1.8722054809871926,449463,0 days 00:42:10
2022-03-10 15:47:02,20220310132501-JPL-L2P_GHRSST-SSTskin-MODIS_T-D-v02.0-fv01.0,,0,LC08_L1GT_010112_20220310_20220321_02_T2_154702_Cel.tif,,0,0 days 00:42:01
2022-09-18 15:47:42,20220918163501-JPL-L2P_GHRSST-SSTskin-MODIS_T-N-v02.0-fv01.0,,0,LC08_L1GT_010112_20220918_20220928_02_T2_154742_Cel.tif,,0,0 days 00:47:19
2022-11-05 15:47:42,20221105160001-JPL-L2P_GHRSST-SSTskin-MODIS_T-D-v02.0-fv01.0,-1.8037390108327551,518439,LC08_L1GT_010112_20221105_20221115_02_T2_154742_Cel.tif,-2.9530367296029953,518439,0 days 00:12:19
2022-11-21 15:47:35,20221121121501-JPL-L2P_GHRSST-SSTskin-MODIS_T-D-v02.0-fv01.0,-1.7085747187560527,588228,LC08_L1GT_010112_20221121_20221129_02_T2_154735_Cel.tif,-2.921994984079376,588228,0 days 00:17:34
2022-12-07 15:47:36,20221207133001-JPL-L2P_GHRSST-SSTskin-MODIS_T-D-v02.0-fv01.0,,0,LC08_L1GT_010112_20221207_20221213_02_T2_154736_Cel.tif,,0,0 days 00:42:35
2022-12-23 15:47:26,20221223143500-JPL-L2P_GHRSST-SSTskin-MODIS_T-D-v02.0-fv01.0,,0,LC08_L1GT_010112_20221223_20230103_02_T2_154726_Cel.tif,,0,0 days 01:12:26
2023-01-08 15:47:27,20230108141001-JPL-L2P_GHRSST-SSTskin-MODIS_T-N-v02.0-fv01.0,-0.9962808612420317,70585,LC08_L1GT_010112_20230108_20230124_02_T2_154727_Cel.tif,-1.9731068027339045,70585,0 days 00:02:26
2023-02-09 15:47:24,20230209145000-JPL-L2P_GHRSST-SSTskin-MODIS_T-D-v02.0-fv01.0,-1.066656159974282,53566,LC08_L1GT_010112_20230209_20230217_02_T2_154724_Cel.tif,-2.807389313316286,53566,0 days 00:37:37
2023-03-13 15:47:02,20230313134501-JPL-L2P_GHRSST-SSTskin-MODIS_T-D-v02.0-fv01.0,,0,LC08_L1GT_010112_20230313_20230321_02_T2_154702_Cel.tif,,0,0 days 00:27:01
2021-09-22 15:53:32,20210922205001-JPL-L2P_GHRSST-SSTskin-MODIS_A-D-v02.0-fv01.0,,0,LC08_L1GT_011112_20210922_20210930_02_T2_155332_Cel.tif,,0,0 days 04:56:29
2021-12-27 15:53:31,20211227134000-JPL-L2P_GHRSST-SSTskin-MODIS_T-N-v02.0-fv01.0,-1.2024033057325885,269049,LC08_L1GT_011112_20211227_20220105_02_T2_155331_Cel.tif,-4.86449795425232,269049,0 days 00:38:31
2022-01-12 15:53:28,20220112151000-JPL-L2P_GHRSST-SSTskin-MODIS_T-D-v02.0-fv01.0,-1.1240128181264786,126618,LC08_L1GT_011112_20220112_20220123_02_T2_155328_Cel.tif,-2.431297549030902,126618,0 days 00:56:32
2022-02-13 15:53:19,20220213151001-JPL-L2P_GHRSST-SSTskin-MODIS_T-D-v02.0-fv01.0,,0,LC08_L1GT_011112_20220213_20220222_02_T2_155319_Cel.tif,,0,0 days 00:43:18
2022-11-12 15:53:49,20221112110001-JPL-L2P_GHRSST-SSTskin-MODIS_T-D-v02.0-fv01.0,,0,LC08_L1GT_011112_20221112_20230113_02_T2_155349_Cel.tif,,0,0 days 00:01:11
2023-01-31 15:53:37,20230131133501-JPL-L2P_GHRSST-SSTskin-MODIS_T-D-v02.0-fv01.0,-0.43550916998054023,2264724,LC08_L1GT_011112_20230131_20230208_02_T2_155337_Cel.tif,-1.5327249462268067,2264724,0 days 00:43:36
2021-10-31 15:59:51,20211031152000-JPL-L2P_GHRSST-SSTskin-MODIS_T-D-v02.0-fv01.0,,0,LC08_L1GT_012112_20211031_20211109_02_T2_155951_Cel.tif,,0,0 days 00:39:51
2021-12-02 15:59:47,20211202152001-JPL-L2P_GHRSST-SSTskin-MODIS_T-D-v02.0-fv01.0,-1.347570723055268,633075,LC08_L1GT_012112_20211202_20211209_02_T2_155947_Cel.tif,-2.590306394144529,633075,0 days 00:39:46
2022-01-03 15:59:40,20220103152001-JPL-L2P_GHRSST-SSTskin-MODIS_T-D-v02.0-fv01.0,,0,LC08_L1GT_012112_20220103_20220113_02_T2_155940_Cel.tif,,0,0 days 00:39:39
2022-02-04 15:59:33,20220204134501-JPL-L2P_GHRSST-SSTskin-MODIS_T-N-v02.0-fv01.0,-0.49901964254743103,580235,LC08_L1GT_012112_20220204_20220212_02_T2_155933_Cel.tif,-1.5574712878064225,580235,0 days 00:39:33
2022-03-24 15:59:14,20220324151500-JPL-L2P_GHRSST-SSTskin-MODIS_T-N-v02.0-fv01.0,,0,LC08_L1GT_012112_20220324_20220329_02_T2_155914_Cel.tif,,0,0 days 00:44:14
2022-12-21 15:59:48,20221221145501-JPL-L2P_GHRSST-SSTskin-MODIS_T-D-v02.0-fv01.0,-0.9806733979682521,661984,LC08_L1GT_012112_20221221_20221228_02_T2_155948_Cel.tif,-2.172792375552932,661984,0 days 00:30:13
2023-01-22 15:59:45,20230122153001-JPL-L2P_GHRSST-SSTskin-MODIS_T-D-v02.0-fv01.0,-0.5043892809523657,262134,LC08_L1GT_012112_20230122_20230207_02_T2_155945_Cel.tif,-1.2591289102672902,262134,0 days 00:29:44
2023-02-07 15:59:46,20230207132501-JPL-L2P_GHRSST-SSTskin-MODIS_T-N-v02.0-fv01.0,,0,LC08_L1GT_012112_20230207_20230217_02_T2_155946_Cel.tif,,0,0 days 00:40:15
2023-03-11 15:59:24,20230311140501-JPL-L2P_GHRSST-SSTskin-MODIS_T-N-v02.0-fv01.0,-1.8196156898541538,17697,LC08_L1GT_012112_20230311_20230320_02_T2_155924_Cel.tif,-2.965082960608205,17697,0 days 00:19:24
2023-03-27 15:59:14,20230327133000-JPL-L2P_GHRSST-SSTskin-MODIS_T-N-v02.0-fv01.0,,0,LC08_L1GT_012112_20230327_20230405_02_T2_155914_Cel.tif,,0,0 days 00:45:47
2021-12-06 07:28:38,20211206022000-JPL-L2P_GHRSST-SSTskin-MODIS_A-D-v02.0-fv01.0,,0,LC08_L1GT_161132_20211206_20211214_02_T2_072838_Cel.tif,,0,0 days 00:13:37
2022-01-07 07:28:31,20220106213001-JPL-L2P_GHRSST-SSTskin-MODIS_A-D-v02.0-fv01.0,,0,LC08_L1GT_161132_20220107_20220114_02_T2_072831_Cel.tif,,0,0 days 00:13:31
2022-12-25 07:28:40,20221225043000-JPL-L2P_GHRSST-SSTskin-MODIS_A-N-v02.0-fv01.0,,0,LC08_L1GT_161132_20221225_20230103_02_T2_072840_Cel.tif,,0,0 days 00:16:21
2023-01-10 07:28:39,20230110072001-JPL-L2P_GHRSST-SSTskin-MODIS_T-D-v02.0-fv01.0,-1.5415253062505117,18655,LC08_L1GT_161132_20230110_20230124_02_T2_072839_Cel.tif,-4.768332981759982,18655,0 days 00:08:38
2021-12-13 07:34:48,20211213072000-JPL-L2P_GHRSST-SSTskin-MODIS_A-D-v02.0-fv01.0,-1.4880408587249,24609,LC08_L1GT_162132_20211213_20211223_02_T2_073448_Cel.tif,-3.000912839725715,24609,0 days 00:14:48
2022-11-30 07:35:01,20221130031001-JPL-L2P_GHRSST-SSTskin-MODIS_A-D-v02.0-fv01.0,-1.4986842284301316,2249769,LC08_L1GT_162132_20221130_20221206_02_T2_073501_Cel.tif,-2.637739060945643,2249769,0 days 00:24:59
2023-01-01 07:34:52,20230101074500-JPL-L2P_GHRSST-SSTskin-MODIS_T-D-v02.0-fv01.0,,0,LC08_L1GT_162132_20230101_20230110_02_T2_073452_Cel.tif,,0,0 days 00:10:08
2021-12-04 07:40:36,20211204055000-JPL-L2P_GHRSST-SSTskin-MODIS_A-D-v02.0-fv01.0,,0,LC08_L1GT_163131_20211204_20211208_02_T2_074036_Cel.tif,,0,0 days 00:15:36
2021-12-20 07:40:34,20211220055001-JPL-L2P_GHRSST-SSTskin-MODIS_A-D-v02.0-fv01.0,-1.0959481953596226,15840,LC08_L1GT_163131_20211220_20211229_02_T2_074034_Cel.tif,-2.2653218525927814,15840,0 days 00:15:33
2022-01-05 07:40:29,20220105072501-JPL-L2P_GHRSST-SSTskin-MODIS_A-N-v02.0-fv01.0,-1.112428632075607,12227,LC08_L1GT_163131_20220105_20220114_02_T2_074029_Cel.tif,-2.5264555465997574,12227,0 days 00:15:28
2022-12-07 07:40:47,20221207045001-JPL-L2P_GHRSST-SSTskin-MODIS_A-D-v02.0-fv01.0,,0,LC08_L1GT_163131_20221207_20221213_02_T2_074047_Cel.tif,,0,0 days 00:24:14
2023-01-08 07:40:38,20230108074001-JPL-L2P_GHRSST-SSTskin-MODIS_T-D-v02.0-fv01.0,-0.9382802742989864,19676,LC08_L1GT_163131_20230108_20230124_02_T2_074038_Cel.tif,-1.998629016640952,19676,0 days 00:00:37
2021-12-27 07:46:42,20211227042001-JPL-L2P_GHRSST-SSTskin-MODIS_A-D-v02.0-fv01.0,-0.011531352309713505,1028403,LC08_L1GT_164131_20211227_20220105_02_T2_074642_Cel.tif,-1.119601092916008,1028403,0 days 00:11:42
